Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	BS_BIOSAMPLE_TITLE	BS_BIOSAMPLE_ORGANISM	BS_isolation_source	BS_collection_date	BS_geo_loc_name	BS_lat_lon	BS_sample_ID	ARG_TOTAL_HITS	ARG_UNIQUE_NORMALIZED_LABELS	ARG_STATUS	BS_ID	BS_BIOSAMPLE_COMMENT	BS_host	BS_ENA_first_public	BS_ENA-CHECKLIST	BS_INSDC_center_name	BS_INSDC_status	BS_Submitter_Id	BS_sample_name	BS_scientific_name	BS_GUNC_clade_separation_score	BS_GUNC_contamination_score	BS_GUNC_reference_representation_score	BS_GUNC_version	BS_MAG_coverage_software	BS_SPIRE_genome_cluster	BS_SPIRE_genome_id	BS_assembly_quality	BS_assembly_software	BS_binning_parameters	BS_binning_software	BS_env_broad_scale	BS_completeness_score	BS_completeness_software	BS_contamination_score	BS_contig_N50	BS_derived_from_assembly	BS_env_medium	BS_geographic_location_(latitude)	BS_geographic_location_(longitude)	BS_linked_to_SPIRE_sample	BS_linked_to_SPIRE_study	BS_linked_to_analysis_project	BS_local_environmental_context	BS_metagenomic_source	BS_number_of_contigs	BS_project_name	BS_sample_derived_from	BS_taxonomic_classification	BS_taxonomic_classification_software	BS_taxonomic_identity_marker
SRR21621043	2023-02-23 03:54:49	2022-09-19 06:52:16	49272901	14781870300	49272901	300	4829		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21621/SRR21621043/SRR21621043.lite.1	SRX17621910	E_CB_post_c	WGS	RANDOM PCR	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP397973	PRJNA881852		881852	SRS15157439	SAMN30917076	simple	256318	metagenome	14_ECB							no					CNR	SRA1500350		public	C07DE626EB4904F9997379BBF9A0B5BF	62BCEE58B731D278DD0F6FD2A1C8C163	Metagenome or environmental sample from metagenome	metagenome	wastewater	2021-12-14	Italy: Cannobio	46.0661 N 8.6920 E	E_CB_post_c	4	4	Detected																																									
SRR21621044	2023-02-23 03:54:49	2022-09-19 06:55:59	48449673	14534901900	48449673	300	4746		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21621/SRR21621044/SRR21621044.lite.1	SRX17621909	E_CB_pre_c	WGS	RANDOM PCR	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP397973	PRJNA881852		881852	SRS15157438	SAMN30917075	simple	256318	metagenome	13_ECB							no					CNR	SRA1500350		public	4809915197DFA7FDD01B5DE6BA1992AD	1EF6D63B46D635A2866C3CE34362B472	Metagenome or environmental sample from metagenome	metagenome	wastewater	2021-12-14	Italy: Cannobio	46.0661 N 8.6920 E	E_CB_pre_c	0	0	No hit at threshold																																									
SRR21621045	2023-02-23 03:54:49	2022-09-19 07:01:16	54459191	16337757300	54459191	300	5279		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21621/SRR21621045/SRR21621045.lite.1	SRX17621908	E_VB_post_b	WGS	RANDOM PCR	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP397973	PRJNA881852		881852	SRS15157437	SAMN30917074	simple	256318	metagenome	12_EVB							no					CNR	SRA1500350		public	6DAD1991A1FDF0CF44BBE797B49C2D13	8A47469DB4571F1D74D9258D4EF8D348	Metagenome or environmental sample from metagenome	metagenome	wastewater	2021-12-06	Italy: Verbania	45.9356 N 8.5591 E	E_VB_post_b	2	2	Detected																																									
SRR21621046	2023-02-23 03:54:49	2022-09-19 06:54:26	40075212	12022563600	40075212	300	3898		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21621/SRR21621046/SRR21621046.lite.1	SRX17621907	E_VB_pre_b	WGS	RANDOM PCR	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP397973	PRJNA881852		881852	SRS15157436	SAMN30917073	simple	256318	metagenome	11_EVB							no					CNR	SRA1500350		public	D720A15A7412E15A126AA3122B3EC96D	57F9CBAA0511246342C09CD8AC267AC1	Metagenome or environmental sample from metagenome	metagenome	wastewater	2021-12-06	Italy: Verbania	45.9356 N 8.5591 E	E_VB_pre_b	0	0	No hit at threshold																																									
SRR21621047	2023-02-23 03:54:49	2022-09-19 06:59:08	46053494	13816048200	0	300	4486		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21621/SRR21621047/SRR21621047.lite.1	SRX17621906	I_VB_post_a	WGS	RANDOM PCR	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP397973	PRJNA881852		881852	SRS15157435	SAMN30917064	simple	256318	metagenome	2_IVB							no					CNR	SRA1500350		public	A9BAC19B0461AD2D258DB63EA2AC69F2	498BD4C62F03C30861CFC45EAD459BA9	Metagenome or environmental sample from metagenome	metagenome	wastewater	2021-11-29	Italy: Verbania	45.9356 N 8.5591 E	I_VB_post_a	21	20	Detected																																									
SRR21621048	2023-02-23 03:54:49	2022-09-19 06:54:19	39397436	11819230800	39397436	300	3830		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21621/SRR21621048/SRR21621048.lite.1	SRX17621905	I_VB_pre_a	WGS	RANDOM PCR	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP397973	PRJNA881852		881852	SRS15157434	SAMN30917063	simple	256318	metagenome	1_IVB							no					CNR	SRA1500350		public	6136B9D5F0561D37C5141BBD7C4C339E	D8D5B54E795FB0B69203ADF31B3A0553	Metagenome or environmental sample from metagenome	metagenome	wastewater	2021-11-29	Italy: Verbania	45.9356 N 8.5591 E	I_VB_pre_a	19	19	Detected																																									
SRR27639468	2024-06-12 06:42:33	2024-01-19 04:53:44	24883393	7465017900	24883393	300	2508		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos11/sra-pub-zq-1140/SRR027/27639/SRR27639468/SRR27639468.lite.1	SRX23307606	I_WWCB	WGS	RANDOM PCR	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP484662	PRJNA1066593		1066593	SRS20184083	SAMN39496525	simple	256318	metagenome	I_WWCB							no					CNR	SRA1788149		public	8840E32BA78CD2154966A663C64CC0B3	C5AF0E008BF5176A4E4973F1256159A3	Metagenome or environmental sample from metagenome	metagenome	wastewater	2022-05-10	Italy: Cannobio (WWTP)	46.07493 N 8.69253 E		3	3	Detected	I_WWCB																																								
SRR27639469	2024-06-12 06:42:33	2024-01-19 04:54:47	28436236	8530870800	28436236	300	2784		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos11/sra-pub-zq-1140/SRR027/27639/SRR27639469/SRR27639469.lite.1	SRX23307605	I_WWGV	WGS	RANDOM PCR	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP484662	PRJNA1066593		1066593	SRS20184081	SAMN39496524	simple	256318	metagenome	I_WWGV							no					CNR	SRA1788149		public	565589E6F7CD5633E74828480271F731	0D348976C7198CF2328BDCDBA941BB6A	Metagenome or environmental sample from metagenome	metagenome	wastewater	2022-05-03	Italy: Gravellona Toce (WWTP)	45.93618 N 8.43244 E		8	8	Detected	I_WWGV																																								
SRR27639470	2024-06-12 06:42:33	2024-01-19 04:55:56	31017230	9305169000	31017230	300	3130		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos11/sra-pub-zq-1140/SRR027/27639/SRR27639470/SRR27639470.lite.1	SRX23307604	I_WWVB	WGS	RANDOM PCR	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP484662	PRJNA1066593		1066593	SRS20184074	SAMN39496523	simple	256318	metagenome	I_WWVB							no					CNR	SRA1788149		public	F8737A672BFCD2E5103CD12DF45776C9	600C073CBE4A5B2697B2383C942A05BC	Metagenome or environmental sample from metagenome	metagenome	wastewater	2022-05-03	Italy: Verbania (WWTP)	45.93612 N 8.55951 E		11	11	Detected	I_WWVB																																								
SRR27639475	2024-06-12 06:42:33	2024-01-19 04:58:14	24086464	7225939200	24086464	300	2433		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos11/sra-pub-zq-1140/SRR027/27639/SRR27639475/SRR27639475.lite.1	SRX23307599	E_WWCB	WGS	RANDOM PCR	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP484662	PRJNA1066593		1066593	SRS20184075	SAMN39496534	simple	256318	metagenome	E_WWCB							no					CNR	SRA1788149		public	8BA93BC60D7C25F749C895BE266B88ED	8008D4876B491840D7C0ECC837983B4C	Metagenome or environmental sample from metagenome	metagenome	wastewater	2022-05-10	Italy: Cannobio (WWTP)	46.07493 N 8.69253 E		1	1	Detected	E_WWCB																																								
SRR27639476	2024-06-12 06:42:33	2024-01-19 05:01:49	46015835	13804750500	46015835	300	4611		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos11/sra-pub-zq-1140/SRR027/27639/SRR27639476/SRR27639476.lite.1	SRX23307598	E_WWGV	WGS	RANDOM PCR	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP484662	PRJNA1066593		1066593	SRS20184077	SAMN39496533	simple	256318	metagenome	E_WWGV							no					CNR	SRA1788149		public	E3406DB045AEB81FB2FC421B58E8C156	90C2311D604DC1C8F60BE0DF6F2889DC	Metagenome or environmental sample from metagenome	metagenome	wastewater	2022-05-03	Italy: Gravellona Toce (WWTP)	45.93618 N 8.43244 E		2	2	Detected	E_WWGV																																								
SRR27639477	2024-06-12 06:42:33	2024-01-19 04:57:58	33792814	10137844200	33792814	300	3360		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos11/sra-pub-zq-1140/SRR027/27639/SRR27639477/SRR27639477.lite.1	SRX23307597	E_WWVB	WGS	RANDOM PCR	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP484662	PRJNA1066593		1066593	SRS20184079	SAMN39496532	simple	256318	metagenome	E_WWVB							no					CNR	SRA1788149		public	09BFDF60C44E286CADA4D00193E9118B	7324413870E6E9E8E3E3463F6CC9037A	Metagenome or environmental sample from metagenome	metagenome	wastewater	2022-05-03	Italy: Verbania (WWTP)	45.93612 N 8.55951 E		1	1	Detected	E_WWVB																																								
SRR29142450	2024-05-23 11:18:39	2024-05-23 11:15:10	10378110	3045466564	10378110	293	1022		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos11/sra-pub-zq-1140/SRR029/29142/SRR29142450/SRR29142450.lite.1	SRX24664010	JOOS_17	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP509418	PRJNA1115109		1115109	SRS21399307	SAMN41509953	simple	256318	metagenome	WW-Intracellular							no					INSTITUTO DE INGENIERIA, UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO	SRA1875624		public	4662387D2F6B4C83673911416F2B4C23	ED10274AE673E1E0AB2EB91A964E4DD7	Metagenome or environmental sample from metagenome	metagenome	wastewater metagenome	2022-03-25	Mexico:Queretaro	20.7034 N 100.4459 W		74	71	Detected		Sample from wastewater. Intracellular DNA	missing																																						
SRR29142451	2024-05-23 11:18:39	2024-05-23 11:15:22	12077566	3529769541	12077566	292	1207		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos11/sra-pub-zq-1140/SRR029/29142/SRR29142451/SRR29142451.lite.1	SRX24664009	JOOS_16	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP509418	PRJNA1115109		1115109	SRS21399306	SAMN41509952	simple	256318	metagenome	WW-Extracellular							no					INSTITUTO DE INGENIERIA, UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO	SRA1875624		public	CAC4727FD61F20A0F9C24481D58A4450	E7DF0196DEC2C55DABDCBA778C6CCF96	Metagenome or environmental sample from metagenome	metagenome	wastewater metagenome	2022-03-25	Mexico:Queretaro	20.7034 N 100.4459 W		55	52	Detected		Sample from wastewater. Extracellular DNA	missing																																						
SRR2938125	2016-03-11 16:31:32	2015-12-13 11:20:56	651704	90675497	0	139	48		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/938/SRR2938125/SRR2938125.sralite.1	SRX1440791	WGS_paired_SW001	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP066479	PRJNA300541	2	300541	SRS1170838	SAMN04262565	simple	527639	wastewater metagenome	SW001							no					WASHINGTON UNIVERSITY IN ST. LOUIS	SRA312534		public	C8DD0F79F411B4ADC62B8175063C7EC1	CEA2520A4647F2B46C4833496318C175	SPIRE v01 sample spire_sample_75908.	metagenome		missing: third party data	missing: third party data			1	1	Detected		SPIRE v01 sample. This is a virtual sample, derived from SAMN04262565.		2025-09-16	ERC000011	EMBL Heidelberg	public	spire_sample_75908	spire_sample_75908	metagenome																															
SRR2938126	2016-03-11 16:31:32	2015-12-13 11:20:55	644292	89527402	0	138	47		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/938/SRR2938126/SRR2938126.sralite.1	SRX1440792	WGS_paired_SW003	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP066479	PRJNA300541	2	300541	SRS1170837	SAMN04262566	simple	527639	wastewater metagenome	SW003							no					WASHINGTON UNIVERSITY IN ST. LOUIS	SRA312534		public	A3DA190FDA40FCE6AF2D328E1C75189E	4484F662ED07EB41D5144E559D7252C5	SPIRE v01 sample spire_sample_75840.	metagenome		missing: third party data	missing: third party data			1	1	Detected		SPIRE v01 sample. This is a virtual sample, derived from SAMN04262566.		2025-09-16	ERC000011	EMBL Heidelberg	public	spire_sample_75840	spire_sample_75840	metagenome																															
SRR2938127	2016-03-11 16:31:32	2015-12-13 11:23:01	4744887	656516551	0	138	352		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/938/SRR2938127/SRR2938127.sralite.1	SRX1440793	WGS_paired_SW004	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP066479	PRJNA300541	2	300541	SRS1170836	SAMN04262552	simple	527639	wastewater metagenome	SW004							no					WASHINGTON UNIVERSITY IN ST. LOUIS	SRA312534		public	5904D5054FEBF89A906011BA21BE7B99	214251F46D73974172C46E42BC228C50	Metagenome-Assembled Genome spire_mag_01090734 in SPIRE v01 classified as Methylocystis	Methylocystis sp.	missing: third party data	missing: third party data	missing: third party data			6	6	Detected				2025-10-14	ERC000047	EMBL Heidelberg	public	spire_mag_01090734	spire_mag_01090734	Methylocystis sp.	0.06	0.03	0.61	GUNC v1.0.6	bwa mem	https://spire.embl.de/spire/v1/cluster/spire_v1_095_000377796	https://spire.embl.de/spire/v1/genome/spire_mag_01090734	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	megahit 1.2.9	tetramer and coverage	metaBAT2 v2.12.1	missing: third party data	85.09	CheckM2 v0.1.3	1.31	8619	ERZ27289557	missing: third party data	missing: third party data	missing: third party data	https://spire.embl.de/spire/v1/sample/75877	https://spire.embl.de/spire/v1/study/501	ERP175227	missing: third party data	metagenomes	302	SPIRE v1: a Searchable Planetary-scale mIcrobiome REsource	SAMN04262552	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	GTDBtk v2.3.2_r214	multi-marker approach
SRR2938128	2016-03-11 16:31:32	2015-12-13 11:31:05	5031708	698581308	0	138	362		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/938/SRR2938128/SRR2938128.sralite.1	SRX1440794	WGS_paired_SW013	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP066479	PRJNA300541	2	300541	SRS1170835	SAMN04262553	simple	527639	wastewater metagenome	SW013							no					WASHINGTON UNIVERSITY IN ST. LOUIS	SRA312534		public	AC0FFBD6FBEF16D78E6C9467AD7A45A3	A47F303FC312D05CA67522CEC42BBE8F	Metagenome-Assembled Genome spire_mag_01092143 in SPIRE v01 classified as Fluviibacter	Rhodocyclaceae bacterium	missing: third party data	missing: third party data	missing: third party data			2	2	Detected				2025-10-13	ERC000047	EMBL Heidelberg	public	spire_mag_01092143	spire_mag_01092143	Rhodocyclaceae bacterium	0.15	0.51	0.56	GUNC v1.0.6	bwa mem	https://spire.embl.de/spire/v1/cluster/spire_v1_095_000573198	https://spire.embl.de/spire/v1/genome/spire_mag_01092143	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	megahit 1.2.9	tetramer and coverage	metaBAT2 v2.12.1	missing: third party data	74.82	CheckM2 v0.1.3	4.49	7601	ERZ27289559	missing: third party data	missing: third party data	missing: third party data	https://spire.embl.de/spire/v1/sample/75802	https://spire.embl.de/spire/v1/study/501	ERP175227	missing: third party data	metagenomes	251	SPIRE v1: a Searchable Planetary-scale mIcrobiome REsource	SAMN04262553	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Fluviibacter;s__	GTDBtk v2.3.2_r214	multi-marker approach
